0.007945801	0.03612599	0.026407098	0.03237025	-0.09318433	0.05602708	-0.0033175123	-0.02345832	0.122360796	0.048903473	0.020883432	-0.09730092	0.020817358	-0.020598156	-0.027030736	-0.06030648
-0.015822114	0.026457744	0.0110682715	0.0072115394	-0.071558245	0.06797599	0.013219301	0.07802743	0.069915645	0.009715595	0.04834114	-0.10094422	-0.058983743	0.020564228	-0.035820354	-0.072079636
0.0038528028	0.090801805	0.03718732	-0.041143596	-0.10915971	-0.047781717	-0.017410198	0.055561308	0.07765372	-0.02012427	0.03739711	-0.081067905	-0.007718706	0.04732361	-0.042314094	-0.043849934
0.009360767	0.07453889	0.0103134895	-0.031088952	-0.030644534	0.074623555	-0.037397522	0.058341824	0.10918667	-0.0013934381	0.0033052787	-0.10551998	0.05232961	0.0036923923	-0.009491857	-0.01341326
0.037205406	0.0067308783	0.0024817858	-0.042803653	-0.06244756	0.03180507	-0.02701569	-0.0021724002	0.08456319	-0.031509556	-0.020176299	-0.08638619	-0.0028471418	0.04978181	-0.1237423	-0.004155033
-0.037196185	-0.012409895	0.047885858	-0.025141887	-0.065800555	0.055171754	-0.048456028	0.033851337	0.053465553	0.05118612	0.005102499	-0.10886315	0.028951738	0.018577712	-0.08447311	-0.06750486
0.0017899473	0.02682958	-0.0291669	-0.016423555	-0.094312236	0.033940326	-0.03263063	0.089317836	0.12991636	0.050993834	-0.04530723	-0.12498752	-0.0046895565	0.048168417	-0.027376985	-0.070510276
-0.009543688	0.018147161	-0.00064138474	0.014993385	-0.052785967	0.074833326	-0.035615515	0.036902893	0.06462455	-0.0014478359	0.026764283	-0.038592402	0.07031027	0.05656063	0.015571932	-0.039075334
-0.010235501	0.084722154	0.04062565	-0.006089342	-0.0349905	0.080390416	-0.03543858	0.012363359	0.079816	-0.008053097	0.05667476	-0.13456795	-0.00052546634	-0.0028815428	-4.4937693e-05	-0.021370983
-0.03542455	0.015309075	-0.014916597	-0.026673218	-0.01389116	-0.06381907	-0.07921491	0.08178628	0.09257557	0.013621734	0.074016415	0.020377627	0.011772003	0.038915332	-0.02236121	-0.08035666
-0.048553165	0.06323623	0.05119245	0.09535309	-0.07922169	-0.06219809	0.024149485	-0.021660758	0.10382478	-0.018511677	-0.021457491	-0.06949168	0.0025515286	-0.021359947	-0.07290249	-0.008255544
0.0626412	0.027921906	0.03085882	-0.010467164	-0.07474906	0.008129236	-0.0014957975	0.05929381	0.12920652	0.023881918	0.0054196916	-0.09607651	0.02276552	0.0413925	0.035360005	0.01990842
-0.03154416	-0.0373486	0.0076429388	-0.0024449786	-0.10106097	-0.02544616	-0.061415803	0.047027484	0.12653634	-0.015000392	-0.0019387071	-0.0026071114	0.07616217	0.06453082	0.0011792798	-0.018993914
0.038999435	-0.0005358555	-0.0646796	0.0043297564	-0.07250141	0.058327075	-0.018267063	0.045099463	0.003128343	0.061336398	0.04602009	-0.077407144	0.034832355	0.069009766	-0.01370356	-0.0038148253
0.04322938	0.08369307	0.013291569	-0.06622732	0.015502948	0.017207285	-0.0042751394	-0.036059305	0.12344316	-0.0031534273	0.07787239	-0.05211732	-0.043119214	0.05233466	0.05615401	0.029241327
-0.014923618	0.015670693	0.04150886	0.025856677	-0.046561584	0.11661186	-0.0065827155	0.08784553	-0.0038431762	0.0064925267	-0.018958163	-0.09509837	-0.018085398	-0.01793946	-0.00096735405	0.0077989246
